scientific_name_id,scientific_name,korean_name,family_scientific_name,family_korean_name,genus_scientific_name,genus_korean_name,species_name,subspecies_name,resource_type
6525,Quercus dentata Thunb.,가나무,Fagaceae,참나무과,Quercus,참나무속,dentata,,자생종
9349,Ligustrum japonicum var. rotundifolium Blume,가녀정,Oleaceae,물푸레나무과,Ligustrum,쥐똥나무속,japonicum,rotundifolium,자생종
12211,Potamogeton cristatus Regel & Maack,가는가래,Potamogetonaceae,가래과,Potamogeton,가래속,cristatus,,자생종
2881,Saussurea pulchella (Fisch.) Fisch.,가는각시취,Compositae,국화과,Saussurea,취나물속,pulchella,,자생종
21950,Vicia angustifolia var. minor (Bertol.) Ohwi,가는갈퀴,Leguminosae,콩과,Vicia,나비나물속,angustifolia,minor,자생종
12338,Vicia angustifolia L. ex Reichard,가는갈퀴나물,Leguminosae,콩과,Vicia,나비나물속,angustifolia,,자생종
24025,Vicia anguste-pinnata Nakai,가는갈퀴나물,Leguminosae,콩과,Vicia,나비나물속,anguste-pinnata,,자생종
12338,Vicia angustifolia L. ex Reichard,가는갈키나물,Leguminosae,콩과,Vicia,나비나물속,angustifolia,,자생종
3385,Polystichum braunii (Spenn.) Fee,가는개관중,Dryopteridaceae,면마과,Polystichum,나도히초미속,braunii,,자생종
14216,Agropyron ciliare f. hackelianum (Ohwi) Y.N.Lee,가는개밀,Gramineae,벼과,Agropyron,개밀속,ciliare,hackelianum,자생종
853,Betula chinensis Maxim.,가는개박달나무,Betulaceae,자작나무과,Betula,자작나무속,chinensis,,자생종
8265,Sium suave Walter,가는개발나물,Umbelliferae,산형과,Sium,개발나물속,suave,,자생종
10223,Pseudostellaria sylvatica (Maxim.) Pax,가는개별꽃,Caryophyllaceae,석죽과,Pseudostellaria,개별꽃속,sylvatica,,자생종
5816,Eriocaulon tenuissimum Nakai,가는개수염,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,tenuissimum,,자생종
1447,Persicaria trigonocarpa (Makino) Nakai,가는개여뀌,Polygonaceae,마디풀과,Persicaria,여뀌속,trigonocarpa,,자생종
5606,Scleria pergracilis Kunth,가는개율무,Cyperaceae,사초과,Scleria,너도고랭이속,pergracilis,,자생종
15464,Atriplex gmelinii C.A.Mey.,가는갯는장이,Chenopodiaceae,명아주과,Atriplex,갯능쟁이속,gmelinii,,자생종
15464,Atriplex gmelinii C.A.Mey.,가는갯는쟁이,Chenopodiaceae,명아주과,Atriplex,갯능쟁이속,gmelinii,,자생종
15464,Atriplex gmelinii C.A.Mey.,가는갯능쟁이,Chenopodiaceae,명아주과,Atriplex,갯능쟁이속,gmelinii,,자생종
11992,Zostera caespitosa Miki,가는거머리말,Zosteraceae,거머리말과,Zostera,거머리말속,caespitosa,,자생종
2974,Osmunda japonica Thunb.,가는고비,Osmundaceae,고비과,Osmunda,고비속,japonica,,자생종
5794,Eriocaulon decemflorum Maxim.,가는곡정초,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,decemflorum,,자생종
5816,Eriocaulon tenuissimum Nakai,가는곡정초,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,tenuissimum,,자생종
18309,Scutellaria regeliana Nakai,가는골무꽃,Labiatae,꿀풀과,Scutellaria,골무꽃속,regeliana,,자생종
1785,Corydalis raddeana Regel,가는괴불주머니,Fumariaceae,현호색과,Corydalis,현호색속,raddeana,,자생종
24151,Setaria pallidefusca (Schumach.) Stapf & C.E.Hubb.,가는금강아지풀,Gramineae,벼과,Setaria,강아지풀속,pallidefusca,,자생종
9831,Inula britannica var. linariifolia (Turcz.) Regel,가는금불초,Compositae,국화과,Inula,금불초속,britannica,linariifolia,자생종
8235,Peucedanum elegans Kom.,가는기름나물,Umbelliferae,산형과,Peucedanum,기름나물속,elegans,,자생종
18443,Sedum aizoon L.,가는기린초,Crassulaceae,돌나물과,Sedum,돌나물속,aizoon,,자생종
8508,Dontostemon dentatus (Bunge) Ledeb.,가는꽃장대,Cruciferae,십자화과,Dontostemon,가는장대속,dentatus,,자생종
14672,Poa matsumurae Hack.,가는꾸렘이풀,Gramineae,벼과,Poa,포아풀속,matsumurae,,자생종
18443,Sedum aizoon L.,가는꿩의비름,Crassulaceae,돌나물과,Sedum,돌나물속,aizoon,,자생종
14763,Stipa sibirica (L.) Lam.,가는나래새,Gramineae,벼과,Stipa,나래새속,sibirica,,자생종
15545,Suaeda heteroptera Kitag.,가는나문재,Chenopodiaceae,명아주과,Suaeda,나문재속,heteroptera,,자생종
15545,Suaeda heteroptera Kitag.,가는나문재나물,Chenopodiaceae,명아주과,Suaeda,나문재속,heteroptera,,자생종
18085,Galium trifidum L.,가는네잎갈퀴,Rubiaceae,꼭두서니과,Galium,갈퀴덩굴속,trifidum,,자생종
18085,Galium trifidum L.,가는네잎갈키,Rubiaceae,꼭두서니과,Galium,갈퀴덩굴속,trifidum,,자생종
18085,Galium trifidum L.,가는넷잎갈키덩굴,Rubiaceae,꼭두서니과,Galium,갈퀴덩굴속,trifidum,,자생종
15503,Chenopodium album var. stenophyllum Makino,가는능쟁이,Chenopodiaceae,명아주과,Chenopodium,명아주속,album,stenophyllum,자생종
15502,Chenopodium virgatum Thunb.,가는능쟁이,Chenopodiaceae,명아주과,Chenopodium,명아주속,virgatum,,자생종
9055,Silene jenisseensis Willd.,가는다리장구채,Caryophyllaceae,석죽과,Silene,끈끈이장구채속(장구채속),jenisseensis,,자생종
5828,Commelina communis var. angustifolia Nakai,가는닭의밑씻개,Commelinaceae,닭의장풀과,Commelina,닭의장풀속,communis,angustifolia,자생종
9090,Gypsophila pacifica Kom.,가는대나물,Caryophyllaceae,석죽과,Gypsophila,대나물속,pacifica,,자생종
10075,Bidens parviflora Willd.,가는도깨비바눌,Compositae,국화과,Bidens,도깨비바늘속,parviflora,,자생종
10075,Bidens parviflora Willd.,가는도깨비바늘까치발,Compositae,국화과,Bidens,도깨비바늘속,parviflora,,자생종
10075,Bidens parviflora Willd.,가는독개비바눌,Compositae,국화과,Bidens,도깨비바늘속,parviflora,,자생종
18379,Rhodiola angusta Nakai,가는돌꽃,Crassulaceae,돌나물과,Rhodiola,돌꽃속,angusta,,자생종
1697,Aconitum villosum Rchb.,가는돌쩌귀,Ranunculaceae,미나리아재비과,Aconitum,투구꽃속,villosum,,자생종
1677,Aconitum macrorhynchum Turcz.,가는돌쩌귀,Ranunculaceae,미나리아재비과,Aconitum,투구꽃속,macrorhynchum,,자생종
1697,Aconitum villosum Rchb.,가는돌쩌귀풀,Ranunculaceae,미나리아재비과,Aconitum,투구꽃속,villosum,,자생종
1697,Aconitum villosum Rchb.,가는돌쩌기,Ranunculaceae,미나리아재비과,Aconitum,투구꽃속,villosum,,자생종
9025,Lychnis kiusiana Makino,가는동자꽃,Caryophyllaceae,석죽과,Lychnis,동자꽃속,kiusiana,,자생종
12350,Vicia tenuifolia Roth,가는등갈퀴,Leguminosae,콩과,Vicia,나비나물속,tenuifolia,,자생종
12350,Vicia tenuifolia Roth,가는등갈키,Leguminosae,콩과,Vicia,나비나물속,tenuifolia,,자생종
13797,Rotala pusilla Tul.,가는마디꽃,Lythraceae,부처꽃과,Rotala,마디꽃속,pusilla,,자생종
13793,Rotala mexicana Ohwi,가는마디꽃,Lythraceae,부처꽃과,Rotala,마디꽃속,mexicana,,자생종
11994,Najas graminea Delile,가는마디말,Najadaceae,나자스말과,Najas,나자스말속,graminea,,자생종
13797,Rotala pusilla Tul.,가는마디풀,Lythraceae,부처꽃과,Rotala,마디꽃속,pusilla,,자생종
13793,Rotala mexicana Ohwi,가는마디풀,Lythraceae,부처꽃과,Rotala,마디꽃속,mexicana,,자생종
24025,Vicia anguste-pinnata Nakai,가는말굴레,Leguminosae,콩과,Vicia,나비나물속,anguste-pinnata,,자생종
17344,Calystegia sepium var. japonicum (Choisy) Makino,가는메꽃,Convolvulaceae,메꽃과,Calystegia,메꽃속,sepium,japonicum,자생종
7369,Angelica maximowiczii (F.Schmidt) Benth. ex Maxim.,가는멧미나리,Umbelliferae,산형과,Angelica,당귀속,maximowiczii,,자생종
7373,Ostericum maximowiczii (F.Schmidt) Kitag.,가는멧미나리,Umbelliferae,산형과,Ostericum,묏미나리속,maximowiczii,,자생종
15503,Chenopodium album var. stenophyllum Makino,가는명아주,Chenopodiaceae,명아주과,Chenopodium,명아주속,album,stenophyllum,자생종
1575,Chenopodium album L.,가는명아주,Chenopodiaceae,명아주과,Chenopodium,명아주속,album,,자생종
15502,Chenopodium virgatum Thunb.,가는명아주,Chenopodiaceae,명아주과,Chenopodium,명아주속,virgatum,,자생종
962,Corylus sieboldiana Blume,가는물개암나무,Betulaceae,자작나무과,Corylus,개암나무속,sieboldiana,,자생종
22967,Isoetes sinensis Palmer,가는물부추,Isoetaceae,물부추과,Isoetes,물부추속,sinensis,,자생종
2459,Lindernia anagallidea Pennell,가는미국외풀,Scrophulariaceae,현삼과,Lindernia,밭뚝외풀속,anagallidea,,자생종
1370,Persicaria praetermissa (Hook.f.) Hara,가는미꾸라지낚시,Polygonaceae,마디풀과,Persicaria,여뀌속,praetermissa,,자생종
7369,Angelica maximowiczii (F.Schmidt) Benth. ex Maxim.,가는바디,Umbelliferae,산형과,Angelica,당귀속,maximowiczii,,자생종
7373,Ostericum maximowiczii (F.Schmidt) Kitag.,가는바디,Umbelliferae,산형과,Ostericum,묏미나리속,maximowiczii,,자생종
1091,Bistorta alopecuroides (Turcz. ex Besser) Kom.,가는범꼬리,Polygonaceae,마디풀과,Bistorta,범꼬리속,alopecuroides,,자생종
14552,Lolium perenne L.,가는보리풀,Gramineae,벼과,Lolium,호밀풀속,perenne,,자생종
21951,Sagittaria trifolia f. longiloba Makino,가는보풀,Alismataceae,택사과,Sagittaria,보풀속,trifolia,longiloba,자생종
11973,Sagittaria sagittifola subsp. leucopetala (Mig.) Hartog,가는보풀,Alismataceae,택사과,Sagittaria,보풀속,sagittifola,leucopetala,자생종
11992,Zostera caespitosa Miki,가는부들말,Zosteraceae,거머리말과,Zostera,거머리말속,caespitosa,,자생종
15249,Iris ruthenica KerGawl.,가는붓꽃,Iridaceae,붓꽃과,Iris,붓꽃속,ruthenica,,자생종
24124,Carex maximowiczii f. suifunensis (Kom.) Nakai,가는비늘사초,Cyperaceae,사초과,Carex,사초속,maximowiczii,suifunensis,자생종
4443,Carex disperma Dewey,가는사초,Cyperaceae,사초과,Carex,사초속,disperma,,자생종
22909,Carex glaucaeformis Meinsh.,가는사초,Cyperaceae,사초과,Carex,사초속,glaucaeformis,,자생종
9713,Veronica longifolia L.,가는산꼬리풀,Scrophulariaceae,현삼과,Veronica,개불알풀속,longifolia,,자생종
8700,Allium splendens Willd. ex Schult.f.,가는산부추,Liliaceae,백합과,Allium,부추속,splendens,,자생종
12338,Vicia angustifolia L. ex Reichard,가는살갈퀴,Leguminosae,콩과,Vicia,나비나물속,angustifolia,,자생종
12338,Vicia angustifolia L. ex Reichard,가는살갈키,Leguminosae,콩과,Vicia,나비나물속,angustifolia,,자생종
12338,Vicia angustifolia L. ex Reichard,가는살말굴레,Leguminosae,콩과,Vicia,나비나물속,angustifolia,,자생종
3469,Arachniodes aristata (G.Forst.) Tindale,가는쇠고비,Dryopteridaceae,면마과,Arachniodes,쇠고사리속,aristata,,자생종
3469,Arachniodes aristata (G.Forst.) Tindale,가는쇠고사리,Dryopteridaceae,면마과,Arachniodes,쇠고사리속,aristata,,자생종
7396,Bupleurum falcatum var. scorzoneraefolium (Willd.) Ledeb.,가는시호,Umbelliferae,산형과,Bupleurum,시호속,falcatum,scorzoneraefolium,자생종
17593,Juncus stygius L.,가는실골,Juncaceae,골풀과,Juncus,골풀속,stygius,,자생종
17593,Juncus stygius L.,가는실골풀,Juncaceae,골풀과,Juncus,골풀속,stygius,,자생종
15447,Urtica angustifolia Fisch. ex Hornem.,가는쐐기풀,Urticaceae,쐐기풀과,Urtica,쐐기풀속,angustifolia,,자생종
8092,Kalimeris integrifolia Turcz. ex DC.,가는쑥부장이,Compositae,국화과,Kalimeris,쑥부쟁이속,integrifolia,,자생종
8097,Aster pekinensis (Hance) Chen,가는쑥부장이,Compositae,국화과,Aster,참취속,pekinensis,,자생종
8092,Kalimeris integrifolia Turcz. ex DC.,가는쑥부쟁이,Compositae,국화과,Kalimeris,쑥부쟁이속,integrifolia,,자생종
8097,Aster pekinensis (Hance) Chen,가는쑥부쟁이,Compositae,국화과,Aster,참취속,pekinensis,,자생종
2519,Cirsium japonicum f. nakaianum (H.Lev. & Vaniot) W.T.Lee,가는엉겅퀴,Compositae,국화과,Cirsium,엉겅퀴속,japonicum,nakaianum,자생종
18996,Persicaria hydropiper var. fastigiatum Nakai,가는여뀌,Polygonaceae,마디풀과,Persicaria,여뀌속,hydropiper,fastigiatum,자생종
5325,Eriophorum angustifolium Honck.,가는예자풀,Cyperaceae,사초과,Eriophorum,황새풀속,angustifolium,,자생종
8157,Sanguisorba tenuifolia Fisch. ex Link,가는오이풀,Rosaceae,장미과,Sanguisorba,오이풀속,tenuifolia,,자생종
20278,Sanguisorba stipulata f. alba (Trautv. & Mey.) Kitam.,가는오이풀,Rosaceae,장미과,Sanguisorba,오이풀속,stipulata,alba,자생종
10058,Bidens cernua L.,가는잎가막사리,Compositae,국화과,Bidens,도깨비바늘속,cernua,,자생종
10058,Bidens cernua L.,가는잎가막살,Compositae,국화과,Bidens,도깨비바늘속,cernua,,자생종
18085,Galium trifidum L.,가는잎갈퀴,Rubiaceae,꼭두서니과,Galium,갈퀴덩굴속,trifidum,,자생종
24025,Vicia anguste-pinnata Nakai,가는잎갈퀴,Leguminosae,콩과,Vicia,나비나물속,anguste-pinnata,,자생종
17632,Dendranthema indicum var. acuta (Uyeki) Kitam.,가는잎감국,Compositae,국화과,Dendranthema,산국속,indicum,acuta,자생종
24775,Athyrium iseanum Rosenst.,가는잎개고사리,Aspleniaceae,꼬리고사리과,Athyrium,개고사리속,iseanum,,자생종
1249,Persicaria erectominor var. koreensis (Nakai) I.Ito,가는잎개구리낚시,Polygonaceae,마디풀과,Persicaria,여뀌속,erectominor,koreensis,자생종
14216,Agropyron ciliare f. hackelianum (Ohwi) Y.N.Lee,가는잎개밀,Gramineae,벼과,Agropyron,개밀속,ciliare,hackelianum,자생종
10223,Pseudostellaria sylvatica (Maxim.) Pax,가는잎개별꽃,Caryophyllaceae,석죽과,Pseudostellaria,개별꽃속,sylvatica,,자생종
14467,Eriochloa villosa (Thunb.) Kunth,가는잎개피,Gramineae,벼과,Eriochloa,나도개피속,villosa,,자생종
18196,Paederia scandens var. angustifolia (Nakai) T.B.Lee,가는잎계뇨등,Rubiaceae,꼭두서니과,Paederia,계요등속,scandens,angustifolia,자생종
5816,Eriocaulon tenuissimum Nakai,가는잎고위까람,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,tenuissimum,,자생종
7180,Triadenum japonicum (Blume) Makino,가는잎고추나물,Guttiferae,물레나물과,Triadenum,물고추나물속,japonicum,,자생종
5816,Eriocaulon tenuissimum Nakai,가는잎곡정초,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,tenuissimum,,자생종
5793,Eriocaulon cauliferum Makino,가는잎곡정초,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,cauliferum,,자생종
18309,Scutellaria regeliana Nakai,가는잎골무꽃,Labiatae,꿀풀과,Scutellaria,골무꽃속,regeliana,,자생종
10449,Dendranthema zawadskii (Herb.) Tzvelev,가는잎구절초,Compositae,국화과,Dendranthema,산국속,zawadskii,,자생종
10468,Dendranthema zawadskii var. tenuisectum Kitag.,가는잎구절초,Compositae,국화과,Dendranthema,산국속,zawadskii,tenuisectum,자생종
4902,Carex humilis var. nana (H.Lev. & Vaniot) Ohwi,가는잎그늘사초,Cyperaceae,사초과,Carex,사초속,humilis,nana,자생종
10056,Coreopsis tinctoria Nutt.,가는잎금계국,Compositae,국화과,Coreopsis,기생초속,tinctoria,,자생종
9831,Inula britannica var. linariifolia (Turcz.) Regel,가는잎금불초,Compositae,국화과,Inula,금불초속,britannica,linariifolia,자생종
8235,Peucedanum elegans Kom.,가는잎기름나물,Umbelliferae,산형과,Peucedanum,기름나물속,elegans,,자생종
18443,Sedum aizoon L.,가는잎기린초,Crassulaceae,돌나물과,Sedum,돌나물속,aizoon,,자생종
15868,Mosla chinensis Maxim.,가는잎깨풀,Labiatae,꿀풀과,Mosla,쥐깨풀속,chinensis,,자생종
17761,Lactuca indica f. indivisa (Makino) Hara,가는잎꼬들배기,Compositae,국화과,Lactuca,왕고들빼기속,indica,indivisa,자생종
9695,Veronica linariifolia Pall. ex Link,가는잎꼬리풀,Scrophulariaceae,현삼과,Veronica,개불알풀속,linariifolia,,자생종
9713,Veronica longifolia L.,가는잎꼬리풀,Scrophulariaceae,현삼과,Veronica,개불알풀속,longifolia,,자생종
9495,Linaria vulgaris Hill,가는잎꽁지꽃,Scrophulariaceae,현삼과,Linaria,해란초속,vulgaris,,자생종
16927,Salix viminalis var. angustifolia Turcz.,가는잎꽃버들,Salicaceae,버드나무과,Salix,버드나무속,viminalis,angustifolia,자생종
14763,Stipa sibirica (L.) Lam.,가는잎나래새,Gramineae,벼과,Stipa,나래새속,sibirica,,자생종
5828,Commelina communis var. angustifolia Nakai,가는잎달개비,Commelinaceae,닭의장풀과,Commelina,닭의장풀속,communis,angustifolia,자생종
8645,Allium anisopodium Ledeb.,가는잎달래,Liliaceae,백합과,Allium,부추속,anisopodium,,자생종
9090,Gypsophila pacifica Kom.,가는잎대나물,Caryophyllaceae,석죽과,Gypsophila,대나물속,pacifica,,자생종
16320,Lonicera caerulea var. emphyllocalyx (Maxim.) Nakai,가는잎댕댕이,Caprifoliaceae,인동과,Lonicera,인동속,caerulea,emphyllocalyx,자생종
7662,Pterygocalyx volubilis Maxim.,가는잎덩굴룡담,Gentianaceae,용담과,Pterygocalyx,좁은잎덩굴용담속,volubilis,,자생종
7662,Pterygocalyx volubilis Maxim.,가는잎덩굴용담,Gentianaceae,용담과,Pterygocalyx,좁은잎덩굴용담속,volubilis,,자생종
19657,Cicuta virosa var. stricta K.F.Schultz,가는잎독미나리,Umbelliferae,산형과,Cicuta,독미나리속,virosa,stricta,자생종
18387,Rhodiola elongata (Ledeb.) Fisch. & Mey.,가는잎돌꽃,Crassulaceae,돌나물과,Rhodiola,돌꽃속,elongata,,자생종
15159,Lloydia triflora (Ledeb.) Baker,가는잎두메무릇,Liliaceae,백합과,Lloydia,개감채속,triflora,,자생종
10223,Pseudostellaria sylvatica (Maxim.) Pax,가는잎들별꽃,Caryophyllaceae,석죽과,Pseudostellaria,개별꽃속,sylvatica,,자생종
10807,Adenophora triphylla var. japonica (Regel) H. Hara,가는잎딱주,Campanulaceae,초롱꽃과,Adenophora,잔대속,triphylla,japonica,자생종
6799,Berberis koreana var. angustifolia Nakai,가는잎매자,Berberidaceae,매자나무과,Berberis,매자나무속,koreana,angustifolia,자생종
6799,Berberis koreana var. angustifolia Nakai,가는잎매자나무,Berberidaceae,매자나무과,Berberis,매자나무속,koreana,angustifolia,자생종
17344,Calystegia sepium var. japonicum (Choisy) Makino,가는잎메꽃,Convolvulaceae,메꽃과,Calystegia,메꽃속,sepium,japonicum,자생종
9553,Melampyrum setaceum (Maxim.) Nakai,가는잎며느리밥풀,Scrophulariaceae,현삼과,Melampyrum,꽃며느리밥풀속,setaceum,,자생종
15503,Chenopodium album var. stenophyllum Makino,가는잎명아주,Chenopodiaceae,명아주과,Chenopodium,명아주속,album,stenophyllum,자생종
15502,Chenopodium virgatum Thunb.,가는잎명아주,Chenopodiaceae,명아주과,Chenopodium,명아주속,virgatum,,자생종
6711,Clematis hexapetala Pall.,가는잎모란풀,Ranunculaceae,미나리아재비과,Clematis,으아리속,hexapetala,,자생종
21960,Phacelurus latifolius f. angustifolius (Debeaux) Kitag.,가는잎모새달,Gramineae,벼과,Phacelurus,모새달속,latifolius,angustifolius,자생종
6711,Clematis hexapetala Pall.,가는잎목단풀,Ranunculaceae,미나리아재비과,Clematis,으아리속,hexapetala,,자생종
10611,Artemisia selengensis f. subintegra (Pamp.) Kitag.,가는잎물쑥,Compositae,국화과,Artemisia,쑥속,selengensis,subintegra,자생종
21965,Miscanthus sacchariflorus var. gracilis Y.N.Lee,가는잎물억새,Gramineae,벼과,Miscanthus,억새속,sacchariflorus,gracilis,자생종
20006,Ottelia alismoides f. oryzetorum Kom.,가는잎물질경이,Hydrocharitaceae,자라풀과,Ottelia,물질경이속,alismoides,oryzetorum,자생종
1949,Lupinus angustifolius L.,가는잎미선콩,Leguminosae,콩과,Lupinus,가는잎미선콩속,angustifolius,,자생종
10223,Pseudostellaria sylvatica (Maxim.) Pax,가는잎미치광이,Caryophyllaceae,석죽과,Pseudostellaria,개별꽃속,sylvatica,,자생종
1677,Aconitum macrorhynchum Turcz.,가는잎바꽃,Ranunculaceae,미나리아재비과,Aconitum,투구꽃속,macrorhynchum,,자생종
32706,Musa acuminata Colla,가는잎바나나,Musaceae,파초과,Musa,파초속,acuminata,,재배품종
32707,Musa acuminata 'Dwarf Cavendish',가는잎바나나 '드와프 캐번디시',Musaceae,파초과,Musa,파초속,acuminata,,재배품종
7314,Angelica czernaevia (Fisch. & C.A.Mey.) Kitag.,가는잎바디,Umbelliferae,산형과,Angelica,당귀속,czernaevia,,자생종
7369,Angelica maximowiczii (F.Schmidt) Benth. ex Maxim.,가는잎바디나물,Umbelliferae,산형과,Angelica,당귀속,maximowiczii,,자생종
7373,Ostericum maximowiczii (F.Schmidt) Kitag.,가는잎바디나물,Umbelliferae,산형과,Ostericum,묏미나리속,maximowiczii,,자생종
8217,Ledebouriella seseloides (Hoffm.) H.Wolff,가는잎방풍,Umbelliferae,산형과,Ledebouriella,방풍속,seseloides,,자생종
19677,Libanotis seseloides (Fisch. & Meyer) Turcz.,가는잎방풍,Umbelliferae,산형과,Libanotis,털기름나물속,seseloides,,자생종
11235,Ledum palustre var. decumbens Aiton,가는잎백산차,Ericaceae,진달래과,Ledum,백산차속,palustre,decumbens,자생종
24775,Athyrium iseanum Rosenst.,가는잎뱀고사리,Aspleniaceae,꼬리고사리과,Athyrium,개고사리속,iseanum,,자생종
12766,Prunus serrulata var. densiflora (Koehne) Uyeki,가는잎벗나무,Rosaceae,장미과,Prunus,벚나무속,serrulata,densiflora,자생종
12766,Prunus serrulata var. densiflora (Koehne) Uyeki,가는잎벚나무,Rosaceae,장미과,Prunus,벚나무속,serrulata,densiflora,자생종
5816,Eriocaulon tenuissimum Nakai,가는잎별수염풀,Eriocaulaceae,곡정초과,Eriocaulon,곡정초속,tenuissimum,,자생종
4986,Carex kujuzana Ohwi,가는잎보리사초,Cyperaceae,사초과,Carex,사초속,kujuzana,,자생종
22821,Elaeagnus glabra var. oxyphylla Nakai,가는잎보리장,Elaeagnaceae,보리수나무과,Elaeagnus,보리수나무속,glabra,oxyphylla,자생종
11403,Elaeagnus glabra f. oxyphylla (Servett.) W.T.Lee,가는잎보리장,Elaeagnaceae,보리수나무과,Elaeagnus,보리수나무속,glabra,oxyphylla,자생종
22821,Elaeagnus glabra var. oxyphylla Nakai,가는잎보리장나무,Elaeagnaceae,보리수나무과,Elaeagnus,보리수나무속,glabra,oxyphylla,자생종
11403,Elaeagnus glabra f. oxyphylla (Servett.) W.T.Lee,가는잎보리장나무,Elaeagnaceae,보리수나무과,Elaeagnus,보리수나무속,glabra,oxyphylla,자생종
6711,Clematis hexapetala Pall.,가는잎사위질빵,Ranunculaceae,미나리아재비과,Clematis,으아리속,hexapetala,,자생종
9713,Veronica longifolia L.,가는잎산꼬리풀,Scrophulariaceae,현삼과,Veronica,개불알풀속,longifolia,,자생종
15868,Mosla chinensis Maxim.,가는잎산들깨,Labiatae,꿀풀과,Mosla,쥐깨풀속,chinensis,,자생종
13974,Cynanchum sibiricum (L.) R.Br.,가는잎새박,Asclepiadaceae,박주가리과,Cynanchum,백미꽃속,sibiricum,,자생종
3757,Thelypteris beddomei (Baker) Ching,가는잎새발고사리,Davalliaceae,넉줄고사리과,Thelypteris,처녀고사리속,beddomei,,자생종
1697,Aconitum villosum Rchb.,가는잎선바꽃,Ranunculaceae,미나리아재비과,Aconitum,투구꽃속,villosum,,자생종
14983,Pinus strobus L.,가는잎소나무,Pinaceae,소나무과,Pinus,소나무속,strobus,,자생종
1567,Rumex stenophyllus Ledeb.,가는잎소리쟁이,Polygonaceae,마디풀과,Rumex,소리쟁이속,stenophyllus,,자생종
7032,Geranium soboliferum Kom.,가는잎손잎풀,Geraniaceae,쥐손이풀과,Geranium,쥐손이풀속,soboliferum,,자생종
8840,Smilacina dahurica Turcz. ex Fisch. & C.A.Mey.,가는잎솜죽대,Liliaceae,백합과,Smilacina,솜대속,dahurica,,자생종
1567,Rumex stenophyllus Ledeb.,가는잎송구지,Polygonaceae,마디풀과,Rumex,소리쟁이속,stenophyllus,,자생종
13347,Potentilla anemonefolia Lehm.,가는잎쇠스랑개비,Rosaceae,장미과,Potentilla,양지꽃속,anemonefolia,,자생종
9070,Dianthus barbatus var. asiaticus Nakai,가는잎수염패랭이꽃,Caryophyllaceae,석죽과,Dianthus,패랭이꽃속,barbatus,asiaticus,자생종
15447,Urtica angustifolia Fisch. ex Hornem.,가는잎쐐기풀,Urticaceae,쐐기풀과,Urtica,쐐기풀속,angustifolia,,자생종
10539,Artemisia integrifolia f. subulata (Nakai) Kitag.,가는잎쑥,Compositae,국화과,Artemisia,쑥속,integrifolia,subulata,자생종
9963,Senecio argunensis Turcz.,가는잎쑥방망이,Compositae,국화과,Senecio,금방망이속,argunensis,,자생종
8097,Aster pekinensis (Hance) Chen,가는잎쑥부장이,Compositae,국화과,Aster,참취속,pekinensis,,자생종
8097,Aster pekinensis (Hance) Chen,가는잎쑥부쟁이,Compositae,국화과,Aster,참취속,pekinensis,,자생종
25391,Alcea ficifolia L.,가는잎알케아,Malvaceae,아욱과,Alcea,알케아속,ficifolia,,재배품종
21966,Miscanthus sinensis f. gracillimus (Hitchc.) Ohwi,가는잎억새,Gramineae,벼과,Miscanthus,억새속,sinensis,gracillimus,자생종
7272,Kalopanax septemlobus var. maximowiczi (VanHoutte) Hand.-Mazz.,가는잎엄나무,Araliaceae,두릅나무과,Kalopanax,음나무속,septemlobus,maximowiczi,자생종
2493,Cirsium chinense Gardner & Cham.,가는잎엉겅퀴,Compositae,국화과,Cirsium,엉겅퀴속,chinense,,자생종
17761,Lactuca indica f. indivisa (Makino) Hara,가는잎왕고들빼기,Compositae,국화과,Lactuca,왕고들빼기속,indica,indivisa,자생종
7272,Kalopanax septemlobus var. maximowiczi (VanHoutte) Hand.-Mazz.,가는잎음나무,Araliaceae,두릅나무과,Kalopanax,음나무속,septemlobus,maximowiczi,자생종
10775,Adenophora liliifolia (L.) Besser,가는잎잔대,Campanulaceae,초롱꽃과,Adenophora,잔대속,liliifolia,,자생종
24705,Adenophora triphylla f. linearis (Hayata) Kitam.,가는잎잔대,Campanulaceae,초롱꽃과,Adenophora,잔대속,triphylla,linearis,자생종
11693,Ficus erecta var. sieboldii (Miq.) King,가는잎젓꼭지나무,Moraceae,뽕나무과,Ficus,무화과나무속,erecta,sieboldii,자생종
2492,Cirsium chanroenicum var. lanceolata Kitam.,가는잎정영엉겅퀴,Compositae,국화과,Cirsium,엉겅퀴속,chanroenicum,lanceolata,자생종
9424,Syringa patula (Palib.) Nakai,가는잎정향나무,Oleaceae,물푸레나무과,Syringa,수수꽃다리속,patula,,자생종
17109,Spiraea thunbergii Siebold ex Blume,가는잎조팝나무,Rosaceae,장미과,Spiraea,조팝나무속,thunbergii,,자생종
34104,Spiraea thunbergii 'Mount Fuji',가는잎조팝나무 '마운트 후지',Rosaceae,장미과,Spiraea,조팝나무속,thunbergii,,재배품종
